Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2,Price_Clean,Lot_Size,Living_Space,Build_Year,Total_Rooms,Bedrooms,Number_of_Floors
Vivaldihof 26,Aalsmeer,€ 360.000,101 m²,69 m²,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,D,"Aan park, aan rustige weg en in woonwijk",Achtertuin,2.540,360000.0,101,69,1968.0,4.0,3.0,3.0
Laan van Zuidbroek 89,Apeldoorn,€ 950.000,541 m²,194 m²,2017,Bestaande bouw,"Eengezinswoning, vrijstaande woning (split-level woning)",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk en vrij uitzicht,Tuin rondom,5.645,950000.0,541,194,2017.0,7.0,5.0,2.0
Florastraat 34,Boven-Leeuwen,€ 675.000,800 m²,271 m²,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg,Achtertuin,1.530,675000.0,800,271,1978.0,7.0,4.0,2.0
Vrachelsestraat 36,Den Hout,€ 925.000,2.225 m²,204 m²,1875,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,D,"Aan rustige weg, open ligging en vrij uitzicht",Tuin rondom,1.050,925000.0,2225,204,1875.0,5.0,4.0,2.0
Blauwe Hoek 60 c,Doornenburg,€ 650.000,1.280 m²,132 m²,1981,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en metaal,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,Aan rustige weg en landelijk gelegen,Tuin rondom,2.080,650000.0,1280,132,1981.0,7.0,4.0,1.0
Baarsveen 215,Spijkenisse,€ 289.900,116 m²,110 m²,1975,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.040,289900.0,116,110,1975.0,5.0,4.0,3.0
Stoofdijk 9,Dinteloord,€ 325.000,385 m²,120 m²,1945,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,D,Aan rustige weg en in woonwijk,Achtertuin en zijtuin,5.270,325000.0,385,120,1945.0,5.0,3.0,2.0
Beerze 72,Wijk bij Duurstede,€ 389.000,232 m²,113 m²,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder met vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.565,389000.0,232,113,1982.0,6.0,5.0,2.0
Cauwelaerseweg 23,Ulvenhout (Gem. Alphen-Chaam),€ 1.200.000,3.477 m²,186 m²,1960,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,B,Aan rustige weg,Tuin rondom,,1200000.0,3477,186,1960.0,3.0,2.0,2.0
Schippersdonk 8,Breda,€ 300.000,184 m²,99 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,,Achtertuin en voortuin,4.730,300000.0,184,99,1981.0,3.0,2.0,2.0
Straussstraat 16,Lichtenvoorde,€ 269.000,223 m²,140 m²,1985,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,780,269000.0,223,140,1985.0,5.0,4.0,2.0
Eeuwig Licht 95,Eindhoven,€ 599.000,527 m²,128 m²,1994,Bestaande bouw,"Bungalow, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",7.235,599000.0,527,128,1994.0,4.0,3.0,1.0
Vogelkersgaarde 2,Gouda,€ 779.000,420 m²,170 m²,1997,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Tentdak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,B,"Aan rustige weg, aan water, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",710,779000.0,420,170,1997.0,6.0,4.0,2.0
Lindenlaan 31,Lisse,€ 450.000,158 m²,104 m²,1977,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.510,450000.0,158,104,1977.0,5.0,4.0,3.0
Nijverheidslaan 6,Musselkanaal,€ 345.000,536 m²,142 m²,1970,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.185,345000.0,536,142,1970.0,5.0,4.0,3.0
Onder de Linden 42,Zevenaar,€ 279.000,160 m²,125 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.580,279000.0,160,125,1973.0,5.0,4.0,3.0
Sittardstraat 35,Arnhem,€ 275.000,161 m²,109 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,6.170,275000.0,161,109,1982.0,5.0,4.0,3.0
Kluinweideweg 1,Vaassen,€ 1.000.000,19.812 m²,155 m²,1908,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met riet,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,A,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,1.690,1000000.0,19812,155,1908.0,5.0,3.0,2.0
Sportlaan 40,Werkendam,€ 490.000,596 m²,159 m²,1974,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan drukke weg, in woonwijk en vrij uitzicht",Tuin rondom,2.615,490000.0,596,159,1974.0,5.0,4.0,3.0
Schapendrift 3 a,Norg,€ 1.095.000,975 m²,203 m²,2006,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag en een kelder,A,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",3.310,1095000.0,975,203,2006.0,6.0,3.0,1.0
Gestelsestraat 129,Eindhoven,€ 550.000,176 m²,130 m²,1955,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen en een vliering,D,In bosrijke omgeving en in woonwijk,Achtertuin en voortuin,3.580,550000.0,176,130,1955.0,6.0,4.0,3.0
Willem de Rijkelaan 41,Vught,€ 600.000,124 m²,117 m²,2015,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan bosrand, aan park, aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,1.190,600000.0,124,117,2015.0,6.0,5.0,3.0
Lijsterbeslaan 25,Hillegom,€ 395.000,110 m²,109 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,910,395000.0,110,109,1997.0,5.0,4.0,3.0
De Koolmees 17,Vriezenveen,€ 375.000,309 m²,149 m²,1978,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en vrij uitzicht,Achtertuin en voortuin,€ 2.326,375000.0,309,149,1978.0,5.0,4.0,3.0
Flamingostraat 15,Wijchen,€ 307.500,149 m²,111 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.295,307500.0,149,111,1964.0,4.0,3.0,3.0
Saturnusstraat 41,Sint Nicolaasga,€ 239.000,162 m²,90 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.345,239000.0,162,90,1974.0,4.0,3.0,2.0
Klipperstraat 39,Zaandam,€ 449.000,117 m²,117 m²,1969,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.875,449000.0,117,117,1969.0,5.0,4.0,3.0
Julianaweg 5,Wassenaar,€ 2.475.000,1.590 m²,306 m²,1949,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (6 slaapkamers),3 badkamers en 3 aparte toiletten,3 woonlagen en een kelder,A,Aan rustige weg en in woonwijk,Tuin rondom,1.340,2475000.0,1590,306,1949.0,9.0,6.0,3.0
Rundezoom 21,Ter Apel,€ 677.000,852 m²,160 m²,2001,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, aan vaarwater, in woonwijk en vrij uitzicht",Tuin rondom,3.945,677000.0,852,160,2001.0,5.0,4.0,2.0
Hofmuur 13,Houten,€ 475.000,141 m²,106 m²,2004,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,2.145,475000.0,141,106,2004.0,4.0,3.0,3.0
Marterstraat 10,Bergen (LI),€ 239.000,230 m²,101 m²,1983,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan bosrand, aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",4.345,239000.0,230,101,1983.0,5.0,3.0,3.0
Salamanderweide 22,Pijnacker,€ 535.000,127 m²,133 m²,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.260,535000.0,127,133,2015.0,6.0,5.0,3.0
Teugelaan 21,Schoorl,€ 1.995.000,1.173 m²,311 m²,2004,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,10 kamers (7 slaapkamers),3 badkamers en 1 apart toilet,"2 woonlagen, een zolder en een kelder",A,"Aan rustige weg, beschutte ligging en in bosrijke omgeving",Tuin rondom,580,1995000.0,1173,311,2004.0,10.0,7.0,2.0
Middenhoek 24,Loenen aan de Vecht,€ 489.000,307 m²,107 m²,1988,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.550,489000.0,307,107,1988.0,5.0,4.0,3.0
Smaragd 11,Anna Paulowna,€ 300.000,144 m²,120 m²,2008,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,,300000.0,144,120,2008.0,4.0,3.0,2.0
Izaäk Evertslaan 4,Arnhem,€ 985.000,553 m²,201 m²,1925,Bestaande bouw,"Villa, vrijstaande woning",Mansarde dak bedekt met pannen,9 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",Niet verplicht,"Aan park, aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Tuin rondom,1.250,985000.0,553,201,1925.0,9.0,6.0,2.0
Floraplein 6,Eindhoven,€ 700.000,199 m²,167 m²,1938,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,3.065,700000.0,199,167,1938.0,6.0,5.0,3.0
Kruislandstraat 7,Haaksbergen,€ 385.000,558 m²,100 m²,1966,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag en een vliering,F,,Tuin rondom,1.015,385000.0,558,100,1966.0,5.0,4.0,1.0
Badhuisstraat 30,Bergambacht,€ 419.000,303 m²,109 m²,1955,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,"Achtertuin, voortuin en zijtuin",3.270,419000.0,303,109,1955.0,6.0,5.0,3.0
Van der Maasstraat 1,Zoetermeer,€ 450.000,127 m²,173 m²,1969,Bestaande bouw,"Eengezinswoning, eindwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,4 woonlagen,D,Beschutte ligging en in woonwijk,Achtertuin,4.935,450000.0,127,173,1969.0,5.0,3.0,4.0
Frits Diepenlaan 14,Den Haag,€ 625.000,263 m²,154 m²,1998,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,B,In woonwijk,Achtertuin en voortuin,5.540,625000.0,263,154,1998.0,5.0,4.0,3.0
Loeffstraat 54,Waalwijk,€ 715.000,491 m²,320 m²,1880,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,,Achtertuin,2.190,715000.0,491,320,1880.0,5.0,4.0,2.0
Christinalaan 3,Soest,€ 450.000,181 m²,109 m²,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.795,450000.0,181,109,1962.0,3.0,2.0,3.0
Emmastraat 3,Weesp,€ 469.000,67 m²,77 m²,1904,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,In centrum,Patio/atrium,2.170,469000.0,67,77,1904.0,3.0,2.0,2.0
Kromme Nieuwstraat 16,Oost-Souburg,€ 234.000,180 m²,91 m²,1928,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk,Achtertuin en voortuin,2.075,234000.0,180,91,1928.0,4.0,3.0,2.0
Wethouder Verrietstraat 80,Ooij,€ 315.000,145 m²,101 m²,1992,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.155,315000.0,145,101,1992.0,5.0,4.0,3.0
Hof van Brussel 5,Doetinchem,€ 269.000,132 m²,100 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met kunststof en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk,Achtertuin en voortuin,1.415,269000.0,132,100,1997.0,5.0,3.0,2.0
Elsweg 48,Apeldoorn,€ 367.500,179 m²,64 m²,1948,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,2 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin,2.960,367500.0,179,64,1948.0,2.0,1.0,2.0
Burg Kerssemakersstraat 38,Raalte,€ 595.000,535 m²,145 m²,1935,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,In centrum en in woonwijk,Tuin rondom,335,595000.0,535,145,1935.0,7.0,5.0,3.0
Verlengde Bonedijkestraat 342,Vlissingen,€ 325.000,321 m²,105 m²,1953,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,E,In woonwijk,Achtertuin en voortuin,660,325000.0,321,105,1953.0,4.0,3.0,2.0
Boomstede 85,Maarssen,€ 415.000,148 m²,117 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.680,415000.0,148,117,1975.0,4.0,3.0,3.0
Rozenstraat 28,Giesbeek,€ 245.000,137 m²,79 m²,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.750,245000.0,137,79,1967.0,4.0,3.0,2.0
Stetse 11,Grootebroek,€ 295.000,152 m²,120 m²,1976,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 2.416,295000.0,152,120,1976.0,4.0,3.0,3.0
Glashorst 41,Scherpenzeel (GE),€ 535.000,447 m²,108 m²,1964,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",8.975,535000.0,447,108,1964.0,5.0,4.0,3.0
Zweosplein 10,Herkingen,€ 385.000,335 m²,102 m²,1954,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,Aan rustige weg,Tuin rondom,1.055,385000.0,335,102,1954.0,4.0,3.0,2.0
Lage Witsiebaan 88,Tilburg,€ 290.000,162 m²,109 m²,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,Aan drukke weg en in woonwijk,Achtertuin,12.425,290000.0,162,109,1962.0,4.0,3.0,2.0
Stadhouderserf 4,Hoevelaken,€ 389.000,168 m²,125 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.550,389000.0,168,125,1970.0,5.0,4.0,3.0
Nijbrecht 6,Vledder,€ 385.000,300 m²,125 m²,1995,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,1.840,385000.0,300,125,1995.0,4.0,3.0,2.0
Zuiderhaven 43,Harlingen,€ 697.500,140 m²,277 m²,1872,Bestaande bouw,"Grachtenpand, tussenwoning",Zadeldak bedekt met pannen,9 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,5 woonlagen,A,Aan vaarwater en in centrum,Zonneterras,3.165,697500.0,140,277,1872.0,9.0,5.0,5.0
Pastoor Kannelaan 23,Wilnis,€ 450.000,164 m²,126 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk en vrij uitzicht,Achtertuin en voortuin,4.180,450000.0,164,126,1973.0,6.0,5.0,2.0
Annette Versluys-Poelmanstraat 14,Spijkenisse,€ 450.000,209 m²,138 m²,1989,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.735,450000.0,209,138,1989.0,5.0,4.0,3.0
Jan Porcellisstraat 12,Boxmeer,€ 325.000,420 m²,137 m²,1971,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Achtertuin,2.630,325000.0,420,137,1971.0,5.0,4.0,2.0
Griekenlandstraat 35,Bergen op Zoom,€ 255.000,122 m²,108 m²,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,C,,Achtertuin,3.570,255000.0,122,108,1985.0,5.0,4.0,3.0
Korensingel 9,'s-Heerenberg,€ 695.000,740 m²,300 m²,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,8 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,C,"Aan bosrand, aan rustige weg, in bosrijke omgeving en landelijk gelegen",Tuin rondom,3.725,695000.0,740,300,1978.0,8.0,6.0,2.0
Genoenhuizerweg 3,Geldrop,€ 1.089.000,968 m²,235 m²,1995,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,Landelijk gelegen,Tuin rondom,3.720,1089000.0,968,235,1995.0,5.0,4.0,2.0
Lange Hofstraat 8,Zutphen,€ 695.000,140 m²,175 m²,1600,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,Niet verplicht,In centrum,Achtertuin en zonneterras,2.450,695000.0,140,175,1600.0,6.0,4.0,3.0
Lammertsweg 45,Enschede,€ 575.000,885 m²,135 m²,1932,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",1.260,575000.0,885,135,1932.0,4.0,3.0,3.0
Rondedans 2,Zuilichem,€ 675.000,728 m²,213 m²,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg,Tuin rondom,1.265,675000.0,728,213,1990.0,4.0,3.0,2.0
Molenlaan 82 B,Honselersdijk,€ 1.050.000,1.380 m²,142 m²,1975,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers,2 woonlagen,A,"Aan vaarwater, beschutte ligging en in woonwijk",Tuin rondom,1.955,1050000.0,1380,142,1975.0,4.0,3.0,2.0
Schoener 116,Amstelveen,€ 650.000,146 m²,128 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.265,650000.0,146,128,1987.0,4.0,3.0,3.0
Hessenweg 253,Achterveld (UT),€ 1.000.000,1.775 m²,166 m²,1975,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Beschutte ligging, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,2.000,1000000.0,1775,166,1975.0,5.0,4.0,2.0
